user_id,is_gone
4,0.0023959332835860395
6,0.0023959332835860395
10,0.006101048267921576
12,0.20975576227720144
13,0.99924217952528
15,0.6105856568596302
19,0.0023959332835860395
21,0.9792421795252801
23,0.0023959332835860395
35,0.5521746173757802
40,0.0023959332835860395
45,0.27571479929544856
55,0.39869723745695596
58,0.6725885330388108
62,0.1894634622151709
72,0.0023959332835860395
74,0.4685794137280749
81,0.14832284440552393
84,0.022022328004803242
92,0.0023959332835860395
93,0.0023959332835860395
98,0.0008002935707082934
102,0.99924217952528
105,0.16590830323706138
107,0.0023959332835860395
112,0.23654638406834586
113,0.462910383819737
119,0.8099558513974932
124,0.625665382086446
140,0.862224834480673
141,0.17583420206445238
143,0.0023959332835860395
150,0.27571479929544856
159,0.0023959332835860395
162,0.27571479929544856
164,0.3414807575367788
165,0.0023959332835860395
167,0.1621566896754494
174,0.0023959332835860395
177,0.6200146240200405
180,0.0023959332835860395
185,0.0023959332835860395
186,0.99924217952528
195,0.7391751325826551
198,0.8613749885906288
200,0.8535366825459194
204,0.7048380754610546
205,0.004106852835463931
207,0.99924217952528
208,0.99924217952528
212,0.26818454939604724
213,0.0008002935707082934
217,0.0023959332835860395
218,0.002715448666386921
234,0.0023959332835860395
235,0.5274967268801369
236,0.003191784372129607
237,0.0023959332835860395
242,0.17796267302312385
248,0.9805833333333333
253,0.7115447090881863
260,0.5475125438500915
261,0.566583196313999
269,0.0023959332835860395
271,0.44699654515956305
273,0.0023959332835860395
276,0.027320519133260796
283,0.0012987448977184414
289,0.0023959332835860395
298,0.39052218218042334
303,0.6094663691001
306,0.0008002935707082934
308,0.0012987448977184414
317,0.0023959332835860395
318,0.0023959332835860395
319,0.0023959332835860395
320,0.0023959332835860395
324,0.23739622690357529
328,0.20393493172487673
331,0.1992913791963651
335,0.17170931061483696
341,0.5200184947112436
346,0.0023959332835860395
348,0.0023959332835860395
349,0.04099816004008736
351,0.0023959332835860395
355,0.3761602840937971
363,0.6277795534270829
366,0.0023959332835860395
367,0.23308451566328253
373,0.23406804490039063
375,0.0038763815239669804
382,0.004106852835463931
388,0.0023959332835860395
389,0.0023959332835860395
391,0.963253956797443
400,0.004106852835463931
406,0.0023959332835860395
409,0.9997409326424871
411,0.30455706760754697
414,0.02883338139536154
417,0.12833329781557692
419,0.0023959332835860395
421,0.0005439529531509459
423,0.004516237368157258
424,0.23637471630126444
425,0.0023959332835860395
430,0.9892515308075011
448,0.09887621226692007
460,0.27571479929544856
462,0.021379407255269916
465,0.2703457324319237
467,0.9596803242588734
474,0.765236953775158
476,0.006657970695787834
483,0.0023959332835860395
485,0.0008002935707082934
486,0.7017075153449316
487,0.0014111008402999646
498,1.0
503,0.0008002935707082934
504,0.0023959332835860395
511,0.0023959332835860395
516,0.0023959332835860395
522,0.026439113747958994
530,0.9341499973886986
534,0.0014111008402999646
543,0.0023959332835860395
554,0.0023959332835860395
557,0.20040412094378177
561,0.5506411144585059
565,0.6519153480282112
567,0.28416823885170717
570,0.17091092829163662
574,0.2701985289575261
575,0.02219743639512165
578,0.628704665923227
579,0.0008002935707082934
583,0.0023959332835860395
586,0.9802365752416982
593,0.2701985289575261
599,0.19151765742043528
601,0.9970622224925492
602,0.25182251475878464
611,0.0023959332835860395
613,0.09279482783989364
615,0.009452930229114174
628,0.288308553300116
642,0.05264218999098362
650,0.0023959332835860395
659,0.32056422018717845
664,0.9948943534383237
672,0.2661672243540858
680,0.0008002935707082934
683,0.23667972910879032
693,0.2784713762147027
696,0.0008002935707082934
700,0.0023959332835860395
704,0.17091092829163662
723,0.14968099048816688
725,0.14666783995718213
726,0.0023959332835860395
731,0.0023959332835860395
733,0.05439541909344307
736,0.0023959332835860395
739,0.17235644182405346
741,0.0023959332835860395
744,0.2902373584567183
745,0.0023959332835860395
747,0.27571479929544856
754,0.6634109492012317
757,0.0023959332835860395
760,0.0008002935707082934
765,0.99924217952528
770,0.5982312155658731
779,0.0023959332835860395
800,0.020209983876608828
801,0.0023959332835860395
804,0.5686638129832979
805,0.0023959332835860395
810,0.0023959332835860395
820,0.003191784372129607
829,0.0023959332835860395
832,0.0023959332835860395
837,0.1545009532732275
845,0.0023959332835860395
848,0.0008002935707082934
850,0.0023959332835860395
864,0.0023959332835860395
874,0.0008002935707082934
880,0.14832284440552393
886,0.8659602181295718
897,0.0023959332835860395
898,0.2664234442063309
901,0.9067144499375214
904,0.9970622224925492
907,0.0008002935707082934
918,0.0023959332835860395
920,0.7246707287994769
926,0.0008002935707082934
933,0.004106852835463931
936,0.0005795547433818435
937,0.0023959332835860395
952,0.0023959332835860395
953,0.19418405482186646
960,0.6365807179637302
970,0.9192643865895038
971,0.0023959332835860395
972,0.49597854442727407
973,0.0008002935707082934
980,0.6015081053852573
988,0.08792629833312263
999,0.025518516796867792
1003,0.29694164083904095
1010,0.004516237368157258
1023,0.0023959332835860395
1041,0.19418405482186646
1044,0.27571479929544856
1049,0.9953931065555306
1054,0.27571479929544856
1055,0.0008002935707082934
1059,0.0023959332835860395
1061,0.6597907098312513
1068,0.0023959332835860395
1071,0.003191784372129607
1083,0.47241455282626504
1087,0.5093789496804438
1092,0.2586874963008624
1099,0.0023959332835860395
1100,0.27571479929544856
1102,0.0023959332835860395
1115,0.1154972881075926
1131,0.0008002935707082934
1132,0.04254386060649396
1134,0.4289328984555392
1135,0.0023959332835860395
1137,0.1992913791963651
1138,0.010554840367578004
1145,0.1700453009218203
1149,0.32056422018717845
1152,0.0023959332835860395
1153,0.5339294614083128
1154,0.23406804490039063
1156,0.517700806979685
1157,0.032072183291679594
1164,0.8669749748992588
1171,0.5606501795876369
1175,0.0023959332835860395
1182,0.0023959332835860395
1187,0.9997409326424871
1192,0.10942185114597751
1195,0.0008002935707082934
1197,0.006713338511961646
1202,0.0023959332835860395
1211,0.26138725209874997
1212,0.0008002935707082934
1214,0.0008002935707082934
1219,0.0025641693093681013
1232,0.0008002935707082934
1238,0.003191784372129607
1242,0.0023959332835860395
1245,0.20087897679880654
1246,0.7094249280258641
1253,0.0023959332835860395
1263,0.0008002935707082934
1269,0.0008002935707082934
1273,0.0010362318354266973
1274,0.9825755128586134
1275,0.0023959332835860395
1276,0.0008002935707082934
1279,0.0008002935707082934
1280,0.0023959332835860395
1285,0.0023959332835860395
1288,0.0023959332835860395
1302,0.5271307058585792
1307,0.0008002935707082934
1308,0.0023959332835860395
1309,0.0023959332835860395
1313,0.27571479929544856
1314,0.14992831476337773
1322,0.003191784372129607
1325,0.0023959332835860395
1332,0.0023959332835860395
1334,0.02497982676235317
1339,0.0023959332835860395
1340,0.0072313947394182804
1341,0.1652803777883332
1347,0.25552546331683434
1349,0.05264218999098362
1354,0.27571479929544856
1356,0.4676160098712474
1357,0.0005439529531509459
1358,0.2971606524837723
1359,0.9263762468827931
1365,0.27571479929544856
1367,0.25673860866545833
1369,0.004106852835463931
1374,0.0008002935707082934
1375,0.23406804490039063
1379,0.0010983532304260257
1384,0.03309990239435217
1385,0.0023959332835860395
1387,0.0023959332835860395
1392,0.24667278213846383
1399,0.0023959332835860395
1403,0.0023959332835860395
1407,0.0023959332835860395
1412,0.2221757960920055
1413,0.18647470704143423
1414,0.0023959332835860395
1420,0.18361735117091685
1426,0.9997409326424871
1432,0.0023959332835860395
1436,0.0023959332835860395
1437,0.0023959332835860395
1438,0.5881520940880414
1441,0.99924217952528
1442,0.20140694248103713
1452,0.0023959332835860395
1455,0.005146880909172527
1457,0.4234902964509416
1458,0.27571479929544856
1459,0.99924217952528
