id,dep_delayed_15min
0,0.10054125807565949
1,0.06573470200290513
2,0.1025399196940309
3,0.25477241803704465
4,0.2189411799057103
5,0.08570754902196506
6,0.07000771601289156
7,0.15702857800060002
8,0.13646660573229438
9,0.3016560504162242
10,0.24942536241080543
11,0.18754680480167263
12,0.10635110937835156
13,0.23183751356371776
14,0.07412753364342384
15,0.21882903994523173
16,0.09969825882070069
17,0.30526031212504845
18,0.5476789050898062
19,0.05943981721734136
20,0.20169511345236987
21,0.1617386195198723
22,0.43617166397411417
23,0.13025174983000132
24,0.32220737788845005
25,0.2627471020353788
26,0.05909236612270782
27,0.08832062472477026
28,0.3471166181407164
29,0.15986151888247893
30,0.1991205150369134
31,0.3610117298120017
32,0.04803283451253162
33,0.34504237253328707
34,0.467598133670937
35,0.29873814354671746
36,0.175838559542593
37,0.14159729095307896
38,0.07108707682364422
39,0.19304642953499182
40,0.14934003833505685
41,0.24833827793532615
42,0.1793022354149774
43,0.3698294338902135
44,0.13776502755381306
45,0.37186019161800715
46,0.011639623798780257
47,0.16421746302479867
48,0.43122598288385394
49,0.09306830628238426
50,0.4055676304363475
51,0.08798554327887316
52,0.1310998668386689
53,0.4603340030224814
54,0.33465002799417537
55,0.10137514841882055
56,0.19198650450512916
57,0.32501387110946117
58,0.1008575887889656
59,0.38200692571539213
60,0.13493327184601495
61,0.09193826612545879
62,0.16262218625260166
63,0.26870006198753643
64,0.18436095357254967
65,0.14299090921386096
66,0.05419179954956757
67,0.08547112810454584
68,0.15358611972693015
69,0.16807612658167742
70,0.06409981698181978
71,0.14350573454361842
72,0.27158360535619813
73,0.2577041991132166
74,0.4283394289770432
75,0.2744084506176781
76,0.10683674579267319
77,0.1531989375791054
78,0.06970021401340058
79,0.18469337436594496
80,0.18450220913725554
81,0.12836290253625998
82,0.11705287498398216
83,0.15659312838065734
84,0.0814215340517695
85,0.05489218157519763
86,0.12066386536446444
87,0.19519094625812564
88,0.17423221341330564
89,0.20272496866754094
90,0.2223509687458919
91,0.19570848851872683
92,0.17034392821647784
93,0.15074699888548151
94,0.16501034428035283
95,0.11699783241542164
96,0.31299376615246466
97,0.043423084944907514
98,0.17986212802308424
99,0.2929167845036999
100,0.1362329030821947
101,0.163885383807698
102,0.06827774357224056
103,0.20582699706167903
104,0.05519361727818792
105,0.09434230291520836
106,0.18939598519536874
107,0.08052083200416549
108,0.1596088276030089
109,0.20918070967945965
110,0.2395221311167754
