id,dep_delayed_15min
0,0.031241732
1,0.041694585
2,0.033827122
3,0.23960474
4,0.23480217
5,0.085716456
6,0.07248143
7,0.20586927
8,0.17699035
9,0.28750888
10,0.24122578
11,0.18448988
12,0.10055128
13,0.21437588
14,0.07217047
15,0.22825299
16,0.080201305
17,0.3055164
18,0.45886618
19,0.01205863
20,0.22575559
21,0.042355683
22,0.39383635
23,0.17443112
24,0.30448994
25,0.25239465
26,0.009668285
27,0.025953384
28,0.23279636
29,0.19229116
30,0.1827748
31,0.33269504
32,0.036452442
33,0.2890022
34,0.47872683
35,0.25878042
36,0.22103773
37,0.17875616
38,0.11314212
39,0.20090473
40,0.17235743
41,0.21845943
42,0.20875539
43,0.312714
44,0.1610159
45,0.34507003
46,0.00992318
47,0.16864538
48,0.44976762
49,0.13650595
50,0.52186185
51,0.03967465
52,0.17921749
53,0.46251547
54,0.28429452
55,0.06500698
56,0.19868188
57,0.3226092
58,0.11771188
59,0.2871256
60,0.16289732
61,0.12412233
62,0.1873167
63,0.23904714
64,0.18915431
65,0.17605326
66,0.036761537
67,0.09317267
68,0.1398471
69,0.21257949
70,0.020228311
71,0.20007089
72,0.35565045
73,0.2881922
74,0.46051538
75,0.26104125
76,0.11714124
77,0.15916015
78,0.09826524
79,0.14408341
80,0.18053982
81,0.1429507
82,0.09091748
83,0.19936244
84,0.1247078
85,0.031146342
86,0.12542866
87,0.19244662
88,0.24435009
89,0.24958135
90,0.23002677
91,0.20447707
92,0.116366155
93,0.14314201
94,0.22105366
95,0.15331061
96,0.36859542
97,0.3315636
98,0.20320457
99,0.29870847
100,0.16976304
101,0.20634435
102,0.06874321
103,0.22235723
104,0.008952864
105,0.1069823
106,0.226732
107,0.040274024
108,0.13877736
109,0.22449403
110,0.23427154
111,0.23643993
112,0.59314513
113,0.037113085
114,0.04847342
115,0.14527208
116,0.1097415
117,0.43036017
118,0.07938425
119,0.13745949
120,0.36590558
121,0.34537068
122,0.21907642
123,0.19118263
124,0.22895208
125,0.037112284
126,0.069173604
127,0.035005264
128,0.08019816
129,0.4362609
130,0.42632076
131,0.13255091
132,0.035794135
133,0.12593473
134,0.03605226
135,0.31086197
136,0.30825844
137,0.14662732
138,0.022794684
139,0.059209373
140,0.28737852
141,0.1538029
142,0.5262063
143,0.26807255
144,0.27615657
145,0.26148114
146,0.20106587
147,0.20372052
148,0.14982061
149,0.39315417
150,0.39072773
151,0.22838134
152,0.1451635
153,0.15894566
154,0.17953065
155,0.17217152
156,0.15864927
157,0.23140426
158,0.3423518
159,0.03751578
160,0.09352854
161,0.43336383
162,0.5618148
163,0.12960094
164,0.14652674
165,0.13578813
166,0.113986604
167,0.0114917895
168,0.13914047
169,0.2493641
170,0.24131674
171,0.21668106
172,0.13081048
173,0.17339855
174,0.25840798
175,0.18501914
176,0.14247203
177,0.03376037
178,0.3043296
179,0.17624989
180,0.020379366
181,0.13686849
182,0.28221595
183,0.45718113
184,0.1920408
185,0.2825119
186,0.24955536
187,0.26125512
188,0.22407265
189,0.28033388
190,0.36405066
191,0.2732954
192,0.20441893
193,0.13079658
194,0.19588435
195,0.15236567
196,0.10130913
197,0.11820362
198,0.36829054
199,0.27245402
200,0.20634468
201,0.33910286
202,0.24198653
203,0.034766175
204,0.009749819
205,0.22983551
206,0.54625124
207,0.013883362
208,0.17101619
209,0.17894898
210,0.021279505
211,0.06617718
212,0.24518946
213,0.23962347
214,0.1424282
215,0.11912171
216,0.024505971
217,0.09686432
218,0.23484847
219,0.13932
220,0.16154848
221,0.2456463
222,0.20769326
223,0.13349517
224,0.30069253
225,0.121316515
226,0.24631645
227,0.396148
228,0.32083598
229,0.6795966
230,0.03413729
231,0.1438703
232,0.1979809
233,0.28992075
234,0.18086168
235,0.11872738
236,0.04420712
237,0.21106967
238,0.1691393
239,0.16175416
240,0.114552796
241,0.3290478
242,0.15469614
243,0.19980778
244,0.2047295
245,0.22344168
246,0.28950384
247,0.4217586
248,0.4378737
249,0.21481583
250,0.27431107
251,0.0653535
252,0.12043096
253,0.16435257
254,0.34609604
255,0.1812917
256,0.14053704
257,0.024140177
258,0.21291536
259,0.01318171
260,0.21879925
261,0.06407398
262,0.3342591
263,0.2039845
264,0.16724865
265,0.23705895
266,0.2587347
267,0.11396641
268,0.2261161
269,0.38808855
270,0.07785995
271,0.1530077
272,0.24231265
273,0.019956412
274,0.38773975
275,0.13278227
276,0.03196538
277,0.19086534
278,0.09442907
279,0.27247465
280,0.16641118
281,0.34525102
282,0.13335265
283,0.05687656
284,0.18756716
285,0.22113141
286,0.12583765
287,0.1217488
288,0.26657805
289,0.06380077
290,0.15447985
291,0.15540083
292,0.37038243
293,0.3265903
294,0.3360568
295,0.09754411
296,0.024611823
297,0.170672
298,0.16315542
299,0.11081721
300,0.21414483
301,0.15869428
302,0.12966952
303,0.25515017
304,0.18582931
305,0.326242
306,0.17028227
307,0.10164778
308,0.22180006
309,0.21550551
310,0.31599683
311,0.22936209
312,0.061228897
313,0.26766074
314,0.24028592
315,0.1578746
316,0.13649972
317,0.10659715
318,0.24011457
319,0.1492519
320,0.19527602
321,0.047973268
322,0.12793656
323,0.19732171
324,0.12386764
325,0.26954728
326,0.041116375
327,0.1902304
328,0.035721913
329,0.16358277
330,0.22813474
331,0.43522665
332,0.35559574
333,0.19484966
334,0.38589314
335,0.22111948
336,0.2622832
337,0.07608267
338,0.2723518
339,0.053352974
340,0.14282581
341,0.37875667
342,0.15541184
343,0.24413675
344,0.4111671
345,0.3991947
346,0.071159676
347,0.19148612
348,0.10557016
349,0.22193132
350,0.20488138
351,0.11172379
352,0.30028206
353,0.2159249
354,0.20015658
355,0.2533967
356,0.059983
357,0.15022957
358,0.21357064
359,0.17992519
360,0.18629871
361,0.02953613
362,0.07622894
363,0.24281283
364,0.0291774
365,0.28945494
366,0.6365851
367,0.18000956
368,0.26287243
369,0.116455615
370,0.13316227
371,0.17514041
372,0.3038182
373,0.16877073
374,0.24930584
375,0.0648866
376,0.2567436
377,0.39788157
378,0.18888056
379,0.1377653
380,0.6320812
381,0.22350596
382,0.028747771
383,0.18240707
384,0.16061535
385,0.2092085
386,0.20867881
387,0.04540296
388,0.101531796
389,0.05931269
390,0.31670976
391,0.07491783
392,0.18661268
393,0.008573208
394,0.23220798
395,0.23267089
396,0.012058357
397,0.011908758
398,0.058328986
399,0.06497032
400,0.18681014
401,0.03773863
402,0.14376013
403,0.008974587
404,0.086733446
405,0.05379543
406,0.2489063
407,0.10240865
408,0.24491931
409,0.2875017
410,0.15570433
411,0.010897444
412,0.18836033
413,0.17386813
414,0.41823232
415,0.13452838
416,0.31254163
417,0.20343004
418,0.19000234
419,0.40056908
420,0.20489572
421,0.04949241
422,0.0199228
423,0.03589744
424,0.23594165
425,0.20116435
426,0.16205807
427,0.2915175
428,0.21410626
429,0.21986145
430,0.3295584
431,0.1123289
432,0.024771336
433,0.21919054
434,0.17001508
435,0.08586412
436,0.22899362
437,0.53627044
438,0.2460925
439,0.19661297
440,0.10348053
441,0.1316185
442,0.1968253
443,0.26814649
444,0.31116945
445,0.06690434
446,0.16586089
447,0.075707875
448,0.14614472
449,0.25370756
450,0.4745579
451,0.29155606
452,0.21347159
453,0.04751272
454,0.02447112
455,0.13264313
456,0.33599904
457,0.1307628
458,0.20903233
459,0.17382568
460,0.0732817
461,0.025373828
462,0.06947843
463,0.15402049
464,0.28529447
465,0.19213726
466,0.19454117
467,0.11783225
468,0.1278542
469,0.08397944
470,0.011813989
471,0.14453426
472,0.28352582
473,0.41564968
474,0.41060567
475,0.13095665
476,0.050006673
477,0.16129789
478,0.3220715
479,0.34591845
480,0.06936328
481,0.20477916
482,0.18115267
483,0.15097627
484,0.31959906
485,0.13650553
486,0.1853969
487,0.29120559
488,0.07211469
489,0.3158764
490,0.21628784
491,0.675146
492,0.2662437
493,0.12692054
494,0.2872675
495,0.26561242
496,0.17929596
497,0.03550013
498,0.12714057
499,0.2164174
500,0.38635588
501,0.092732474
502,0.18917483
503,0.2032442
504,0.2767032
505,0.24433634
506,0.3181053
507,0.120144345
508,0.13382505
509,0.18523572
510,0.08920392
511,0.33985543
512,0.56381303
513,0.0667193
514,0.115030125
515,0.21399093
516,0.15289237
517,0.22198418
518,0.19188862
519,0.14017172
520,0.043937404
521,0.32130927
522,0.15444939
523,0.3273118
524,0.124723926
525,0.24525449
526,0.052743055
527,0.020936845
528,0.25887623
529,0.04766342
530,0.10196809
531,0.26349965
532,0.1527274
533,0.19831222
534,0.28645933
535,0.26660487
536,0.22107795
537,0.26432675
538,0.22975653
539,0.21399786
540,0.23064314
541,0.31506693
542,0.32246673
543,0.5616183
544,0.0992648
545,0.31491104
546,0.02651775
547,0.1975655
548,0.15321696
549,0.30371293
550,0.38650557
551,0.16936924
552,0.18590342
553,0.24302518
554,0.13223572
555,0.25364006
556,0.03126852
557,0.07614477
558,0.20033637
559,0.068114355
560,0.11644568
561,0.07757552
562,0.3291797
563,0.21250509
564,0.060693733
565,0.34902027
566,0.11431679
567,0.4168235
568,0.20898797
569,0.024374578
570,0.26579022
571,0.03659248
572,0.24237247
573,0.37856245
574,0.1347677
575,0.04255406
576,0.010177278
577,0.07042397
578,0.07560638
579,0.31867552
580,0.060413785
581,0.5070094
582,0.24890077
583,0.22843882
584,0.25036559
585,0.26991746
586,0.18201412
587,0.23721367
588,0.27255186
589,0.31823555
590,0.26915967
591,0.13021243
592,0.17172
593,0.06498393
594,0.08268143
595,0.30982065
596,0.13625263
597,0.23408552
598,0.24807352
599,0.32166612
600,0.028974714
601,0.13772261
602,0.62593526
603,0.09092412
604,0.02621415
605,0.21860474
606,0.07986332
607,0.068556644
608,0.2939385
609,0.45422554
610,0.33146325
611,0.035646204
612,0.21398482
613,0.18985544
614,0.09536902
615,0.21219109
616,0.1281429
617,0.09162988
618,0.28074872
619,0.1890772
620,0.3135431
621,0.47537407
622,0.033396043
623,0.03752374
624,0.0104214605
625,0.20884968
626,0.3058778
627,0.41360408
628,0.51737046
629,0.13937433
630,0.33768156
631,0.12149043
632,0.20758826
633,0.13329
634,0.18791462
635,0.22453567
636,0.23466833
637,0.05706498
638,0.32043463
639,0.28905407
640,0.08710752
641,0.25172463
642,0.18356574
643,0.2273611
644,0.32286397
645,0.49055934
646,0.27615863
647,0.19237942
648,0.05769085
649,0.011122585
650,0.13545015
651,0.14076285
652,0.20413247
653,0.24724925
654,0.16419825
655,0.15777333
656,0.14149179
657,0.078732
658,0.41962132
659,0.11990846
660,0.058837008
661,0.24888562
662,0.21474601
663,0.1442212
664,0.2434117
665,0.16751064
666,0.2206889
667,0.035842568
668,0.15549454
669,0.25389895
670,0.06955085
671,0.22472294
672,0.37413332
673,0.94366837
674,0.049959905
675,0.28463027
676,0.20346788
677,0.36224502
678,0.1694685
679,0.18142615
680,0.0858085
681,0.07327744
682,0.30570978
683,0.03669963
684,0.11480142
685,0.26070744
686,0.17247653
687,0.059084
688,0.4372653
689,0.13884282
690,0.34173232
691,0.13306756
692,0.0949785
693,0.20931193
694,0.12772553
695,0.19144115
696,0.30696204
697,0.48880327
698,0.33305135
699,0.14557695
700,0.19491637
701,0.12892273
702,0.0813977
703,0.43226513
704,0.42355454
705,0.21762148
706,0.23624824
707,0.26064828
708,0.20627606
709,0.35695532
710,0.20793517
711,0.17857486
712,0.19801986
713,0.94978744
714,0.20554091
715,0.35842612
716,0.3390833
717,0.12953907
718,0.23970333
719,0.07506919
720,0.19866255
721,0.22156863
722,0.20481291
723,0.06867907
724,0.29638433
725,0.26128393
726,0.33472306
727,0.14125393
728,0.17590767
729,0.07618641
730,0.16482133
731,0.21459167
732,0.20083053
733,0.32227015
734,0.026907982
735,0.24260587
736,0.011908758
737,0.08029653
738,0.17382404
739,0.2070501
740,0.31826317
741,0.25905693
742,0.22108297
743,0.033043627
744,0.0710479
745,0.12506855
746,0.22384664
747,0.513389
748,0.20328616
749,0.14486973
750,0.3543766
751,0.29222396
752,0.23176326
753,0.17624989
754,0.16896775
755,0.0841877
756,0.13666804
757,0.09664321
758,0.4371154
759,0.27766037
760,0.085182615
761,0.20465195
762,0.009392298
763,0.15493944
764,0.4501531
765,0.33565307
766,0.054903198
767,0.23638216
768,0.47090197
769,0.15292896
770,0.18508287
771,0.18793692
772,0.14016418
773,0.25325832
774,0.37212273
775,0.10629841
776,0.14403084
777,0.21980827
778,0.26947114
779,0.39429578
780,0.07714419
781,0.25252315
782,0.3955412
783,0.21512817
784,0.108694024
785,0.054290626
786,0.26354903
787,0.13922696
788,0.2082314
789,0.03834196
790,0.21191196
791,0.37157273
792,0.10653772
793,0.12492564
794,0.0733988
795,0.7019694
796,0.008251915
797,0.15896276
798,0.0668933
799,0.028034879
800,0.13712797
801,0.08411071
802,0.1697837
803,0.03415898
804,0.18054092
805,0.1825293
806,0.31500864
807,0.0111432625
808,0.114017345
809,0.13079487
810,0.19304971
811,0.23549786
812,0.16964044
813,0.27781668
814,0.16516103
815,0.18467063
816,0.18178572
817,0.1266193
818,0.16918369
819,0.33000493
820,0.05775019
821,0.1824031
822,0.38866478
823,0.15086828
824,0.27756202
825,0.0096926
826,0.17394412
827,0.22553807
828,0.053636126
829,0.07042219
830,0.23933671
831,0.14622255
832,0.47158167
833,0.2827903
834,0.1560555
835,0.06963016
836,0.2059109
837,0.28107312
838,0.26216137
839,0.7369738
840,0.254667
841,0.12262604
842,0.19697025
843,0.282622
844,0.36224502
845,0.047876615
846,0.1835058
847,0.21319821
848,0.07071293
849,0.12986876
850,0.18965587
851,0.086759664
852,0.109999485
853,0.2259909
854,0.071546465
855,0.015562711
856,0.13773887
857,0.20528121
858,0.38823628
859,0.26563275
860,0.25303122
861,0.28094694
862,0.02543438
863,0.252139
864,0.106179655
865,0.18024462
866,0.12619376
867,0.15211323
868,0.15927088
869,0.063426495
870,0.25984532
871,0.14209247
872,0.007959378
873,0.07051708
874,0.38217366
875,0.120683365
876,0.026205461
877,0.3400337
878,0.23765984
879,0.204435
880,0.26711467
881,0.06996818
882,0.05833814
883,0.16769113
884,0.18744817
885,0.27295738
886,0.53467315
887,0.05872814
888,0.73111
889,0.0932101
890,0.19082433
891,0.0733517
892,0.17690937
893,0.12682042
894,0.09654124
895,0.17648314
896,0.07200336
897,0.21022813
898,0.20061809
899,0.6547718
900,0.19598822
901,0.13367032
902,0.14691967
903,0.1583288
904,0.10733246
905,0.18917483
906,0.2869082
907,0.1905431
908,0.09500028
909,0.07117561
910,0.020298837
911,0.27474612
912,0.048522014
913,0.2116363
914,0.11473477
915,0.22285397
916,0.59614474
917,0.19901595
918,0.35702226
919,0.07442738
920,0.08900832
921,0.33126605
922,0.3488506
923,0.38670805
924,0.33625466
925,0.39388853
926,0.06513368
927,0.13448302
928,0.16894265
929,0.6994933
930,0.07649552
931,0.15873176
932,0.09123938
933,0.046490487
934,0.44581127
935,0.0417629
936,0.26537147
937,0.060373213
938,0.009772767
939,0.1907661
940,0.19667716
941,0.18220569
942,0.28116915
943,0.47728932
944,0.07111587
945,0.062398903
946,0.21431746
947,0.084398046
948,0.274116
949,0.21668716
950,0.14161079
951,0.28329644
952,0.23126988
953,0.059420664
954,0.13450715
955,0.22706339
956,0.21160404
957,0.29508758
958,0.7762111
959,0.19184259
960,0.39372393
961,0.19690752
962,0.14581133
963,0.14419527
964,0.12383211
965,0.41281694
966,0.3652336
967,0.22295766
968,0.31173152
969,0.19725554
970,0.2765567
971,0.46941376
972,0.07416756
973,0.24555792
974,0.2416383
975,0.037487127
976,0.16624929
977,0.11837397
978,0.21174118
979,0.024138683
980,0.18829107
981,0.035674334
982,0.1968181
983,0.13077645
984,0.1476958
985,0.23956098
986,0.088435024
987,0.17465807
988,0.32616886
989,0.12147161
990,0.21635318
991,0.078108765
992,0.1965296
993,0.097191416
994,0.32642084
995,0.259366
996,0.059007473
997,0.06938934
998,0.24482796
999,0.13539429
1000,0.23321159
1001,0.2871256
1002,0.23239315
1003,0.11031673
1004,0.067427345
1005,0.2063038
1006,0.23407324
1007,0.2028873
1008,0.13212149
1009,0.35342222
1010,0.20147371
1011,0.19143896
1012,0.17685236
1013,0.023339033
1014,0.12804765
1015,0.21503337
1016,0.10063781
1017,0.2597833
1018,0.096471
1019,0.18949349
1020,0.46338764
1021,0.063989736
1022,0.05645995
1023,0.22760922
1024,0.11212697
1025,0.07241526
1026,0.17493196
1027,0.15026696
1028,0.027737182
1029,0.2768022
1030,0.25035253
1031,0.17419802
1032,0.12968144
1033,0.150527
1034,0.031371523
1035,0.17125772
1036,0.07500587
1037,0.02757266
1038,0.28310284
1039,0.349769
1040,0.16869286
1041,0.028679542
1042,0.16540787
1043,0.24728759
1044,0.15564837
1045,0.20580941
1046,0.13249616
1047,0.12223794
1048,0.009897974
1049,0.29851928
1050,0.24032792
1051,0.1460028
1052,0.19310793
1053,0.28579363
1054,0.19576642
1055,0.273149
1056,0.053275127
1057,0.35841742
1058,0.06888934
1059,0.03007013
1060,0.28611764
1061,0.020341925
1062,0.05208079
1063,0.18300778
1064,0.17881523
1065,0.26599523
1066,0.053603027
1067,0.1535404
1068,0.23051818
1069,0.15529984
1070,0.22889723
1071,0.05577759
1072,0.2323259
1073,0.14986584
1074,0.23332262
1075,0.23286283
1076,0.16240577
1077,0.3364803
1078,0.14583464
1079,0.035194624
1080,0.12467084
1081,0.20652102
1082,0.17112432
1083,0.61456734
1084,0.060149975
1085,0.08524246
1086,0.042824883
1087,0.03770857
1088,0.15741616
1089,0.2697294
1090,0.093127854
1091,0.31055164
1092,0.3659329
1093,0.20174654
1094,0.12961465
1095,0.11103851
1096,0.05644014
1097,0.18832292
1098,0.4221979
1099,0.15802503
1100,0.35169387
1101,0.22754341
