session_id,target
1,0.0015363762389954722
2,2.24724900018757e-08
3,4.983803997216048e-08
4,1.2277209875823279e-07
5,1.139109702998725e-05
6,0.0005458108357208626
7,0.001737982258122798
8,0.00032568327593366443
9,0.0002703682469937813
10,0.010235553773892875
11,4.541721738361302e-05
12,6.657510144140381e-05
13,0.00043742347815907683
14,0.4053442709441897
15,5.62351918981983e-05
16,0.002596165327975652
17,0.0007447665002166386
18,3.4282103713150984e-05
19,0.0005183366324736705
20,6.303507733108419e-07
21,0.04433987219782002
22,2.50476144837991e-07
23,3.723753379731744e-05
24,0.000505683789859391
25,0.002198522151439319
26,3.418322483948683e-08
27,0.000733969030071216
28,3.6217388770415123e-07
29,0.007198489403534782
30,9.386689156335103e-05
31,0.013272611515693157
32,0.009481964942674505
33,0.0008165519848285746
34,3.457505343064873e-07
35,0.00609916770488335
36,0.0003340024857009211
37,3.8993383134019396e-08
38,4.903012971775524e-08
39,9.386689156335103e-05
40,2.465996782003755e-05
41,0.00035624628063227523
42,0.006640435743835833
43,5.346414650026612e-06
44,2.5185228850996314e-06
45,0.27879007329977457
46,7.616146694760025e-06
47,0.006856095261875878
48,0.00021184859488614468
49,2.086727257669398e-05
50,1.4552556846010528e-05
51,2.538297042437119e-07
52,4.6576135299537595e-06
53,0.0367586500600085
54,5.783235462796187e-05
55,3.2457145176625236e-05
56,0.0013802934301867886
57,2.7011767718195363e-06
58,6.579162139210689e-05
59,7.701674827460474e-06
60,7.1818786742960365e-06
61,1.7815580471234357e-05
62,0.006067776079500669
63,2.981980745760608e-05
64,0.00010611892233821062
65,6.417058941883677e-06
66,5.403103792300112e-07
67,0.0008990707552255795
68,3.619013816972793e-05
69,0.08529447555199379
70,0.00036020203792048604
71,8.096214028685542e-05
72,7.701674827460474e-06
73,0.003510635103391654
74,2.24724900018757e-08
75,3.2110888781837714e-05
76,9.854756161446453e-05
77,0.00041391054452259555
78,0.0013809276254036584
79,1.4063040145509393e-05
80,0.00041814976845927086
81,2.5026323454590454e-05
82,0.0001147214879593086
83,3.6962592642013665e-08
84,0.8793331372362868
85,7.583622875307495e-06
86,1.0172478639136814e-06
87,0.0020520337681994827
88,0.00019468534147861968
89,0.0006788596095233487
90,0.03280166545858812
91,0.00022923191797576792
92,3.1938942647061387e-06
93,0.012649693384838732
94,0.00033166075667573743
95,0.01758979174483094
96,1.4596157105878978e-07
97,0.00010345137248714043
98,0.00012199182412109391
99,4.818520951635957e-05
100,0.0002552322496352796
101,0.0018065162661268193
102,0.021673698058733804
103,0.0017951789977575076
104,0.0015216826273137204
105,8.429245496373696e-06
106,0.00018027395951449368
107,0.0010238290603744357
108,7.217710619007289e-06
109,4.171989037455276e-05
110,8.853793837758447e-05
111,0.00012345690034864493
112,2.81638326723484e-07
113,0.016275309952071364
114,1.0652517866656163e-05
115,8.044086276640309e-05
116,1.0889518137532944e-05
117,0.0010023274140207228
118,0.00020054922734689273
119,6.870510744789619e-05
120,0.00016666625870644382
121,4.6008913499429594e-05
122,9.386689156335103e-05
123,0.00023375329939842962
124,3.8051698431863667e-06
125,0.003976684867131593
126,9.150749608599505e-07
127,2.4069908518425774e-08
128,0.0008351524485150595
129,0.0008022767528247128
130,0.002518776532336754
131,0.0433940021241676
132,0.001737982258122798
133,0.0011177252363527956
134,1.8682676861390856e-06
135,3.189059540255237e-06
136,0.00010698553892588589
137,0.0005381996751133855
138,0.0008589530582880525
139,2.5585965719085766e-06
140,0.0020584458511365353
141,1.2662796236772816e-08
142,0.0007581606566530645
143,0.0006024928394077916
144,0.0021952350974068354
145,2.24724900018757e-08
146,0.005632787999203962
147,0.0008173331666681852
148,0.0010464281261534094
149,0.0009689911239907346
150,0.008506619475378178
151,2.9357201702429856e-06
152,0.001964038855640363
153,0.0036204446602186575
154,0.0020301204953772013
155,2.397077567828456e-05
156,8.479483679378474e-05
157,0.0001449333700963663
158,0.00010698553892588589
159,1.95232946015369e-06
160,9.386689156335103e-05
161,0.0007048722308192875
162,0.00011058003048202392
163,8.557517654706448e-05
164,0.0013529769639913458
165,4.795574861449241e-07
166,3.69329528868224e-05
167,0.003554312483353917
168,0.0009673864700144708
169,0.0009392888726349262
170,0.0010209332802498853
171,0.001761392182554208
172,1.1790803398438426e-05
173,8.646248602154728e-05
174,2.443560442711232e-05
175,0.6736878859987723
176,0.0009772642878884583
177,0.00414961860175792
178,3.494549877912728e-07
179,2.1305083427874723e-05
180,8.051041608036862e-05
181,0.0004266479948801793
182,0.02555598724527017
183,0.0004898842663092908
184,6.811968256887394e-06
185,0.00021078180802380404
186,4.412288731490367e-05
187,1.987180612890046e-06
188,1.185057573886619e-06
189,0.0013831104680682924
190,1.473498587145406e-05
191,0.0010237967689285797
192,0.00015246569800960548
193,0.0008002475852968018
194,0.017031771007194437
195,0.00045632118508044363
196,1.4667977660914198e-08
197,0.0002940735716847473
198,0.0025177021552076004
199,0.0013400183721103806
200,5.55316444916987e-06
201,7.616146694760025e-06
202,0.07239490363194123
203,1.1470561279902025e-06
204,0.00014620105148447596
205,0.005329785750334095
206,2.7725154781112447e-09
207,7.433388671123457e-05
208,0.02486199726600879
209,4.288203523584757e-06
210,0.0012862930562927005
211,1.118714681015459e-05
212,0.0037330811632833513
213,4.407261279587787e-05
214,0.0012591490716982823
215,0.016919348649733216
216,0.003088606180307137
217,0.006722609284333508
218,0.0009392888726349262
219,0.03606776880948616
220,0.0006239354447205651
221,0.00018079612441560157
222,0.0001648148146059826
223,0.0004987682820230131
224,0.0009392888726349262
225,0.04252465786061814
226,0.00220789893719501
227,0.0006839568229263722
228,5.237567304189502e-05
229,0.0002513016686655552
230,0.0007221980426763081
231,7.448155475483053e-06
232,4.053305278839505e-05
233,7.766654628547096e-05
234,0.005579413373253226
235,1.3529245815624077e-05
236,0.0021363640465146727
237,0.0009157422500993143
238,0.001737982258122798
239,9.386689156335103e-05
240,0.0015827864895396249
241,6.585370874508493e-06
242,1.5038997908714494e-07
243,2.7666290458864182e-08
244,9.761043575680807e-05
245,8.809109073186062e-05
246,7.438122265409512e-06
247,0.017173482219596102
248,0.00018741188716974518
249,4.657838546449789e-06
250,0.00015938855758097217
251,0.03139545633007115
252,9.744897977881162e-05
253,0.00014033100518131897
254,0.05140912303337781
255,0.0004358036179633068
256,1.2500018805713665e-09
257,0.0008509325810230547
258,0.002224331445870624
259,0.003308554822777109
260,0.012077366874875102
261,2.6605363587027307e-05
262,0.04559496068330282
263,0.00015300957848101318
264,0.0009955225753206088
265,0.0012809935027054532
266,7.155777847305653e-06
267,5.03832871945545e-12
268,1.1802541605300884e-05
269,0.00034691137600500636
270,0.00041255582849931765
271,1.797086311809879e-05
272,0.0008220563468806005
273,6.026418457679384e-05
274,0.0015222043914635455
275,0.0017352469783216407
276,2.3351631505333654e-07
277,0.0007856727023378794
278,0.0019209468861281665
279,1.0565219292966057e-05
280,0.0018443142578321377
281,9.446166271119303e-06
282,0.001230991650036164
283,0.0006489234279157414
284,3.561593812785615e-06
285,0.00010800316338836034
286,5.678436694393922e-09
287,0.0009717921141493427
288,4.404020015875618e-06
289,0.00047328530499469686
290,7.213709722405425e-06
291,0.039462472981695876
292,0.00012149917782243716
293,0.0016279918363523614
294,7.578623933879881e-06
295,0.00014806552030452683
296,0.00012139508847604072
297,0.00016207155645150612
298,2.6055378566426252e-06
299,6.949934896927428e-07
300,0.000133537472480356
301,7.213709722405425e-06
302,1.2866246381532828e-05
303,3.0317203058973646e-07
304,0.0002906256662871315
305,0.04524167146951378
306,1.4225532330800944e-05
307,0.0005381560394245379
308,0.0007837927207512554
309,0.0016358109068058384
310,3.6151733076221505e-05
311,0.0006694170714989912
312,0.0011425098176854021
313,0.01784776046921872
314,8.659714956915726e-05
315,1.4677176194965514e-05
316,3.0229434381991448e-06
317,0.0027233969730353926
318,0.0002505317090774923
319,9.271599120159402e-05
320,2.9378172752430783e-06
321,0.0031107765252071148
322,9.764352297827283e-05
323,0.00016232143366773718
324,0.0022436115760702657
325,0.0015000487710210527
326,0.001117614455155111
327,9.80214662348611e-06
328,0.0020045635619931265
329,9.386689156335103e-05
330,2.7352574381548575e-05
331,0.00488915583718968
332,0.048842789685865994
333,0.07955811381282209
334,3.077131624172646e-05
335,0.0005076553515706554
336,0.001434822475259534
337,0.00040572753490152226
338,0.0030325365357209318
339,2.828030308897027e-05
340,0.0007991324339976355
341,4.33180907846e-06
342,0.00042370484481973094
343,0.0017265062468111059
344,0.0007607581652197081
345,0.0006072400617822459
346,0.0010548953211486514
347,0.960952965525236
348,2.3048075928597187e-05
349,3.577486910248348e-06
350,0.0022823252084526197
351,2.894344725061936e-05
352,0.006788974666251365
353,0.011824978975568664
354,0.0005693985711562377
355,0.0023371037046123967
356,0.002110232507392078
357,3.337921536408169e-05
358,2.24724900018757e-08
359,0.007028208043879656
360,6.344606483998142e-06
361,0.06134932420772602
362,0.02566940397264024
363,0.000498824229155347
364,0.017697136510932028
365,2.666961132061975e-09
366,2.458495370410853e-09
367,1.3698129548564836e-07
368,0.001585136067788628
369,0.0012418471272801455
370,2.125565798747076e-05
371,0.001737982258122798
372,1.5355914506449112e-05
373,3.8117393700729185e-07
374,2.348837219044628e-08
375,0.0006365442722208848
376,0.0010408938454726704
377,4.086762493991311e-05
378,3.287400060704061e-08
379,1.7353697444361155e-06
380,0.0009063190690160662
381,0.0005076553515706554
382,0.0016949294888618123
383,6.534565173375147e-07
384,0.0029654709112796698
385,0.0011909859508731648
386,5.8519519641650707e-05
387,0.00023965664619414497
388,0.0012095764203787494
389,6.01832576428037e-05
390,0.0006430508962801079
391,5.828417668651803e-07
392,0.00032951308997928956
393,0.001737982258122798
394,6.053516584595314e-06
395,0.0003892571584952952
396,0.00014095446324524963
397,5.323994749448511e-06
398,0.00016649834659796282
399,2.4504013518463662e-08
400,2.6252243929100997e-05
401,6.5955991103252e-08
402,2.096534889647893e-05
403,1.1925962144794246e-05
404,0.20321813957836365
405,0.00011811752642400396
406,0.005861983710325139
407,0.00020005285059274835
408,6.756661053092616e-06
409,0.0026853496410145427
410,4.769095757757546e-05
411,5.998837775669229e-05
412,8.457091806368203e-06
413,0.0006751232741183948
414,7.349317961081738e-08
415,6.517649023083256e-09
416,0.0012136505085970763
417,0.0024974741461469647
418,1.689468332610059e-07
419,5.743849751085519e-07
420,0.00015101338929825295
421,0.0013857915054877729
422,0.001737982258122798
423,1.4310082762473634e-07
424,0.0001721162755194761
425,2.059883684594634e-08
426,0.45685926175441727
427,1.925221783261441e-06
428,8.344808220140746e-09
429,0.00249304291217451
430,9.386689156335103e-05
431,7.0366852140111595e-06
432,0.0016529629738213907
433,7.680940009759408e-06
434,0.0005282891758952049
435,0.00015788933285466807
436,0.0009866238026391908
437,0.003999498224725483
438,0.0014935621357740096
439,0.0010574715255401727
440,4.225417991722194e-09
441,0.00034849580961160995
442,0.00011745587029638049
443,3.145979904887566e-05
444,0.00019682112803430375
445,0.0019010049232474312
446,0.0013186158024475203
447,2.0864991411682864e-06
448,0.008414741792457716
449,0.00037014620834632334
450,3.7443051310553964e-05
451,0.00017679544697920201
452,0.0008199347054864527
453,0.0001618243668800345
454,2.459284126988114e-07
455,0.00032248159846704985
456,5.377923286616841e-06
457,1.9643495967809406e-05
458,0.0001204934419199071
459,0.0010664296145426197
460,0.01396458059438168
461,0.0008351524485150595
462,1.3915779608412429e-06
463,6.254672105936126e-07
464,0.00030469331891997125
465,0.00067205250008632
466,1.7353697444361155e-06
467,0.00017495849704046563
468,1.214047451519836e-05
469,0.0011623285387292325
470,0.0033496085217631748
471,0.006332479031655421
472,7.102969300305774e-08
473,0.0009392888726349262
474,1.0057365812680957e-06
475,0.002594625347599003
476,7.029613036967295e-08
477,0.0007215624143812421
478,0.00017696982088864882
479,0.27462437371659415
480,7.144954832101039e-06
481,0.0015745892449396252
482,0.010554570133234499
483,0.00850963663082871
484,0.000532420381707116
485,0.0034876802230268135
486,2.2506839634283214e-05
487,0.001672085954404733
488,6.0636816611005305e-05
489,0.0006001041675862016
490,9.132863400180033e-07
491,0.0024586639503224577
492,0.000627208664601589
493,0.0005076553515706554
494,2.681139646767113e-06
495,6.556167899172196e-05
496,0.006562425426441214
497,0.0001919541365735731
498,0.0007902020785280625
499,2.5303472141989082e-12
500,0.0010658434936168402
501,0.01654508169580314
502,0.012831104648945562
503,0.013011752395846864
504,0.0006651944410093137
505,0.00014832344765104124
506,8.614750552851033e-06
507,0.0012513034534105741
508,0.00022893972932302908
509,5.089426496422635e-06
510,0.001019977696146958
511,4.225417991722194e-09
512,0.0003268688135714988
513,2.196251455092548e-06
514,0.0026101172539623463
515,0.006578000421073835
516,0.003200753463080462
517,0.0034393485814059495
518,3.4431461116828216e-05
519,0.0009240732757169611
520,0.0003020070138534377
521,0.04799380667938187
522,0.11300858441406232
523,2.3973091234989e-06
524,0.0018065162661268193
525,0.03928686569246546
526,3.430854501188158e-05
527,0.0004257610863492167
528,7.093197892686473e-05
529,0.0010968564040917286
530,1.925221783261441e-06
531,0.00018241845775769213
532,0.001554215688041508
533,2.24724900018757e-08
534,0.1797027163374769
535,7.393778510582583e-08
536,0.11374184039878273
537,0.0004128484535084759
538,0.0010760421718572367
539,0.0008270096362848791
540,3.354325329464548e-06
541,0.00010569385369708924
542,0.00046609863260572255
543,0.0006078762190998973
544,0.010043749486294962
545,3.1556271539168965e-05
546,0.00041543794625834875
547,0.00253340078079282
548,2.902723639651186e-06
549,0.0006036561895309364
550,0.00010888526119073477
551,0.0005390058097612672
552,0.002942244799691308
553,1.64809638283911e-07
554,1.0292762409651895e-05
555,2.0048834068750465e-07
556,0.01025342282286503
557,0.0004538043812754019
558,5.0353462868318486e-05
559,3.251581209712504e-05
560,0.0005556655488124291
561,3.665257216356048e-05
562,0.0015096820274066308
563,0.0009794077663424377
564,0.0005062957202677411
565,0.0007297652225047648
566,4.101997678208703e-05
567,8.365844344895888e-06
568,0.0020384139103360645
569,0.0009452334874476215
570,0.0007118463634054288
571,0.0007797597835947827
572,0.03206954793884035
573,3.422861623176611e-07
574,1.6795080307815883e-05
575,2.24724900018757e-08
576,0.0006002849297915292
577,0.00482840185305983
578,9.083843420155024e-07
579,1.1687347410684227e-05
580,6.396736155277106e-05
581,0.0032714070157297066
582,4.922595617904303e-06
583,0.000819990915561083
584,0.09363920547133894
585,1.859812804660229e-05
586,0.0005487878297382036
587,0.0002283117692181116
588,0.0009796672247641902
589,0.04636532160556871
590,7.555386025928654e-07
591,9.997715473636174e-06
592,2.24724900018757e-08
593,2.5082264971670642e-09
594,3.812071232137258e-06
595,0.00016437770377616994
596,1.9383946733784864e-05
597,0.0001282117831231464
598,1.925221783261441e-06
599,7.0400590827419206e-06
600,0.001245645229690878
601,0.0006879470575943835
602,0.009138549882979874
603,3.0830570489924446e-06
604,1.1436905449212259e-05
605,0.0024142342754015196
606,0.0009992111092230564
607,0.0014324153283066408
608,3.755092051012922e-05
609,0.00027845081792955527
610,3.3157643862969393e-07
611,0.00026626791114088387
612,0.012037085281638505
613,1.450103119334548e-06
614,0.00045605853842137716
615,8.26451980908512e-05
616,6.0810885392513614e-05
617,2.1217841920588185e-05
618,2.5433511051799195e-05
619,0.00030212188939665206
620,0.05288581834210294
621,0.0004002656918477484
622,0.030341382807922496
623,0.00035198220978533557
624,2.24724900018757e-08
625,0.01373374518039536
626,0.0008225692043227245
627,2.658392165101575e-06
628,5.506930833876972e-09
629,9.147989911608646e-05
630,1.3838455159173115e-06
631,1.0925233986681318e-05
632,0.0011498173905044647
633,0.06554251398295272
634,0.0005537946102238029
635,6.847150155894173e-07
636,0.004741898382957591
637,0.00018247345344699737
638,0.0009392888726349262
639,1.0115940322065695e-07
640,1.1221084891962042e-07
641,7.710969630459071e-05
642,0.0023786993495507813
643,0.02313404452723548
644,0.0008487668417687497
645,0.010028856409186927
646,5.2327992914931335e-05
647,0.00038604657528842375
648,1.6599300950487758e-05
649,0.00031929285705524843
650,0.00027043049026920305
651,0.0006055619419800054
652,0.04655536010339389
653,0.0002953930105704528
654,1.1924678308513768e-05
655,0.01618946548643522
656,0.003433054910847855
657,9.794843124619505e-09
658,9.763185864313175e-05
659,5.304621223452365e-05
660,7.787881842774084e-05
661,1.4653245173812288e-05
662,7.344033604856903e-08
663,1.7789995519413147e-06
664,0.00015164689499335234
665,2.087179760727176e-06
666,0.0014264483726452496
667,0.019212410346228913
668,0.0016301508042507625
669,9.191068585237699e-05
670,3.5731686642859314e-06
671,0.002220084652701961
672,0.022890728086845426
673,0.039943251276414085
674,0.0007562541736933485
675,0.001938298120981446
676,0.0011067804551772988
677,0.0020657208745738734
678,0.004219080161060073
679,1.4802123771107337e-07
680,0.005402293272813902
681,0.00033666742235486047
682,3.877452993635341e-06
683,0.001737982258122798
684,0.0050599011214637
685,9.386689156335103e-05
686,0.006348029363956789
