match_id_hash,radiant_win_prob
30cc2d778dca82f2edb568ce9b585caa,0.559814266808272
70e5ba30f367cea48793b9003fab9d38,0.9530738597987417
4d9ef74d3a2025d79e9423105fd73d41,0.9588619041069183
2bb79e0c1eaac1608e5a09c8e0c6a555,0.7108508958232765
bec17f099b01d67edc82dfb5ce735a43,0.2764504950233806
038acbb47d9eb54c11962d07cce8d829,0.07896504588977582
b891f03bb2a86d78b84043437fc95e04,0.905285243332571
ff898afdb5bb5c7163bde45a009503f7,0.030447739166007813
72e6b1c31c718c0806f9aaeb8b7290a9,0.6326034415087193
abd97ab60ceca3ae6f00a28baea8a43c,0.7514442347285014
d46d5407bd08b42245e1bf2de86da403,0.08604137487234778
a176147b06a337304ab179cd3b432015,0.4306325945409755
f4e59a3443f4d1e55b8639651dca3a4d,0.054933961684033125
2b8263ce33e0320e9d8b2775f65c3eef,0.45505720620350515
2d0803ecc11a376020a41da9aa255e23,0.9992411126917601
4e043d36d488c88b73afec997ea4fb76,0.9782133396313338
30f5b5e14622068c186b6f4e937bd6b9,0.6502949691086316
44ef19f09cec7868270e5e62aba4a3ff,0.7173229994411793
47b462bb8974dbe082357e8b1ddececd,0.3789073731476727
41e32d96134ca0a52c1a1be7faefd752,0.5766503665547341
a25a6fc067bc963af369f45d655db098,0.598701316012543
f9bf94520433bc98d287e01ae84090eb,0.8966466563907859
3c83af081c79a7bcce2f47c038ccb360,0.5294236673676954
e6955d1c0b810cc5dc9197cc7d404831,0.36258867489320223
f53297cb268acd155dc0ba92765067d3,0.32481911458303
021cefc286d907c7b8ad4156f06067f2,0.49914016680480666
6b8377392b416087a5486b667159e942,0.039544059243409674
17d1e4a72ebca9d7e5bb04595219d7f4,0.5260706221254302
d020af84fd2a439bc9019dc681bc2325,0.011768895947175713
525559396be62ae36be7fa72246b9ffa,0.5303237141264368
39b35584d8fcca44bbb35b0d9ffaa8a3,0.3001197104160488
5d8b85ca1307b58f511f8794b22229c0,0.6260130788232772
3224dbf29a3f7a75b5a5c37dcab6b8f8,0.32963026861124745
0cd98aadfef4ca31d2b352124757cc16,0.9836658549708287
0e395c12a6af074b1cf20abca3662327,0.5228214916693522
05fa1a5bf98ada8025535261b3fcdc6f,0.6583312799820465
7d52952f47f56913ab634914f3904143,0.8163794895500639
3a559937038a24655a3add1da523c998,0.9832157067775635
a8531ace02ae32c1594ba5688ac535f4,0.8445242765757455
1d55f15af571223402e59daa58ef8267,0.14633396917291336
ee290a51ad00351c9db6e1cbad3fe7e1,0.26117725217384463
8ec5c5e629b71a73e213dc216a931c36,0.7868763011367906
c28f4b3a278a0dee272e1e887c677e76,0.8819487021241167
9bf0626a279d053668fa8659c5ec6a0f,0.3875018925387421
82649fc7c67eee0badd74c3a92486050,0.6602266367404859
