id,dep_delayed_15min
0,0.10504364586747143
1,0.07014066841987344
2,0.0952280570700802
3,0.2172619699206094
4,0.23181505667841068
5,0.08647946659117245
6,0.06883670118166468
7,0.19733124504953534
8,0.12257464145293014
9,0.2899885959090082
10,0.2516769105873279
11,0.21383001812571342
12,0.11130474537842712
13,0.20634931077439522
14,0.06838460815189205
15,0.228830478774799
16,0.09206649855219652
17,0.315930909276232
18,0.5049560863750051
19,0.06405208960821379
20,0.1961850360390299
21,0.15677779359480196
22,0.43239725532139
23,0.11995417215605964
24,0.2778611302560305
25,0.32597975190016726
26,0.054636047509281346
27,0.0823548228768009
28,0.3766002620200202
29,0.14797365234420012
30,0.21221786390565087
31,0.40066001978550125
32,0.0372833648875545
33,0.31466499100499973
34,0.46734013013568304
35,0.31022866990307685
36,0.1631640981204592
37,0.15914721981143287
38,0.06437407305545732
39,0.20455558831497703
40,0.14576035590512731
41,0.20415516141815038
42,0.17027434790767546
43,0.33251883443066016
44,0.1281662124115364
45,0.3848743531587493
46,0.016970789588182073
47,0.20435602855600293
48,0.4523408528809848
49,0.07997994822856551
50,0.45412954272302725
51,0.07755084825661518
52,0.10956882228951008
53,0.4590255919846323
54,0.3087564418885813
55,0.11004654728989648
56,0.22165041651659623
57,0.4108737045810366
58,0.08726749094352325
59,0.3578443958635376
60,0.15865692152486835
61,0.08698902014386158
62,0.1465581713950673
63,0.2583227419004861
64,0.18191769006500436
65,0.1325933200265466
66,0.052867271698319035
67,0.12368706606796435
68,0.14552943048572092
69,0.16576255786153185
70,0.06265716918880364
71,0.16634034455498134
72,0.33499748444663635
73,0.2507721496366283
74,0.5323046483137277
75,0.27298218416430525
76,0.10207808298258189
77,0.1584928550582094
78,0.06203239604471629
79,0.1460027784844145
80,0.17880917432313942
81,0.15399247664591073
82,0.115036552582154
83,0.13843235319600772
84,0.08617988821160238
85,0.05792702525508364
86,0.11786063386184305
87,0.19421446871173903
88,0.18111291970082122
89,0.19847186732527106
90,0.1801913810464546
91,0.17716819259535077
92,0.18147890928384794
93,0.16343958908529688
94,0.1605787693826402
95,0.10876727642193225
96,0.30194841297930053
97,0.05178618229975295
98,0.1603892780534673
99,0.2971841109447455
100,0.09742790130593046
101,0.16284562896578977
102,0.07740772188961897
103,0.17663605032733437
104,0.049388481917831635
105,0.07603836505022832
106,0.21168764526570533
107,0.080977291031197
108,0.15923850982187873
109,0.2126513979006634
110,0.22102431312031648
111,0.20042073381906816
112,0.49888042301979696
113,0.06045063466418035
114,0.027640408645725
115,0.11579223705927187
116,0.08123584803871771
117,0.4213525171554147
118,0.0739912397454925
119,0.11618618429872207
120,0.35935608463592783
121,0.3586676572554034
122,0.24117642828953434
123,0.14323859085178595
124,0.23745637799070735
125,0.059941380999482034
126,0.08965650682221395
127,0.07613937235839716
128,0.08487568900856603
129,0.30350625730470676
130,0.4289835887057761
131,0.15140878572575972
132,0.07818791282625785
133,0.15828113061580198
134,0.08703387403655492
135,0.332535875072654
136,0.27578509321785616
137,0.12972472335995514
138,0.04728821416577556
139,0.11653584387796749
140,0.25087919323717106
141,0.15662603062796998
142,0.29674107732831173
143,0.24370211634127978
144,0.12263290406127685
145,0.3045928247112659
146,0.19148678516425932
147,0.25754795094070804
148,0.06925235600718847
149,0.47150320017658537
150,0.3808917425952249
151,0.2802044732941836
152,0.11292475119080263
153,0.12199765544188654
154,0.18672036421609522
155,0.12544045271840829
156,0.21537297761984384
157,0.18250335422693828
158,0.34159509305426894
159,0.07579365140739457
160,0.12373910693376407
161,0.3258719759935856
162,0.3530843416123332
163,0.0863033886548524
164,0.18245455773126226
165,0.14133276748945983
166,0.1504153053709114
167,0.049525539799050784
168,0.10350060158632934
169,0.25108114920390845
170,0.17882799523616907
171,0.16971053590750174
172,0.11771590853103008
173,0.21802615099447978
174,0.2880296682697534
175,0.24618096867506822
176,0.11100751528980067
177,0.02287597219621573
