id,dep_delayed_15min
0,0.030431714396191703
1,0.08675518244755616
2,0.02990560756615327
3,0.17008682697334113
4,0.29348468263188704
5,0.06236685858490316
6,0.13895494905976588
7,0.11937471449598351
8,0.06766662150830685
9,0.3233682722984026
10,0.11192544555318902
11,0.2519790618364378
12,0.02135975703263984
13,0.38344151266966026
14,0.08285427014805383
15,0.2522020921180608
16,0.023983319166724054
17,0.49496005802702253
18,0.24379521973509183
19,0.03852481472542669
20,0.15857309212068194
21,0.11220800622318189
22,0.12543290084604386
23,0.0654339976299127
24,0.09263311948819976
25,0.291216088769015
26,0.02955229349391539
27,0.030429799020006695
28,0.1134707136326691
29,0.05811549111341768
30,0.02605882988278257
31,0.06981342711799553
32,0.01683590830455124
33,0.401781710298454
34,0.08834008751152249
35,0.21063540693979116
36,0.6323389730321964
37,0.19577492927191037
38,0.17182908508307548
39,0.22949085022848817
40,0.14109199193423447
41,0.15671368095302823
42,0.10919628505896768
43,0.29976556046335034
44,0.2295200952455256
45,0.245820509536929
46,0.34003020687086494
47,0.21080708172089718
48,0.17534589344768742
49,0.18379844930914993
50,0.19707068050293977
51,0.18204459524034358
52,0.08013743158828153
53,0.1866923642306956
54,0.12321393186569617
55,0.09850988727885047
56,0.09837067990853017
57,0.40355117496500165
58,0.037454448951592154
59,0.5855866858217268
60,0.08958507734795419
61,0.08257013815245523
62,0.12997022885914
63,0.6638358414113558
64,0.10634398669554343
65,0.22020293637442712
66,0.03142721335177019
67,0.12890901343909997
68,0.05353220389860338
69,0.2008776225883349
70,0.03174651115401139
71,0.28116660236523106
72,0.07233673917812634
73,0.0962020502169084
74,0.8993299319091553
75,0.34297405569944456
76,0.15820789026923976
77,0.36106184151718435
78,0.12852253643720946
79,0.1580138628124559
80,0.14257214526172166
81,0.26745738556904125
82,0.05788466769534985
83,0.03430727369840525
84,0.15749209847075196
85,0.0331088408514714
86,0.08354437409248121
87,0.5800216311993891
88,0.04918091290250558
89,0.11791435844268221
90,0.13117525973036667
91,0.35228444530573555
92,0.05360045875778466
93,0.08118658122494099
94,0.10064470003799607
95,0.19739026426498044
96,0.056177195664756215
97,0.5067969808625974
98,0.6293062251338665
99,0.21892579483220026
100,0.3763657475313436
101,0.402062714919636
102,0.099126544398837
103,0.2901877922264284
104,0.15261539230275376
105,0.4017527589875427
106,0.24407592112014134
107,0.15754409096732858
108,0.13457813443320565
109,0.10290239168531205
110,0.2912581630084837
111,0.09668066588552075
112,0.5225213125525365
113,0.0336827339224996
114,0.05159744177272809
115,0.20895227488214518
116,0.05526254609314757
117,0.7796312569553329
118,0.11691606897122553
119,0.4239358331757446
120,0.3061193697408293
121,0.045173845279055075
122,0.3107255609190702
123,0.3636552124738348
124,0.16238202823765877
125,0.2929345253823491
126,0.06984483285715168
127,0.048773256652066166
128,0.2001855093369466
129,0.25436315167592155
130,0.5178445794265638
131,0.10206041559738588
132,0.1206012660339667
133,0.11552600413855987
134,0.10447739180518152
135,0.058956269097254106
136,0.2858338490606227
137,0.09004616285180388
138,0.05781109323089294
139,0.04888130277251458
140,0.5169357601165625
141,0.021388095796921358
142,0.10678459635276046
143,0.22957124315439828
144,0.02800612840389028
145,0.7079247412607644
146,0.16136044757646859
147,0.17623023859111966
148,0.36815476061998353
