id,dep_delayed_15min
0,0.034052845
1,0.04323392
2,0.03136604
3,0.23981313
4,0.21659656
5,0.083859004
6,0.068058535
7,0.2324086
8,0.17663568
9,0.28834823
10,0.23791891
11,0.17028046
12,0.09308334
13,0.21656391
14,0.0853025
15,0.21664776
16,0.0844962
17,0.2970108
18,0.43960503
19,0.010881471
20,0.29786968
21,0.038671885
22,0.36493766
23,0.182572
24,0.28721097
25,0.24478196
26,0.01755714
27,0.030304579
28,0.22952951
29,0.20861067
30,0.1888843
31,0.34827176
32,0.033378184
33,0.2786074
34,0.48045093
35,0.28813514
36,0.22504306
37,0.17000856
38,0.12990515
39,0.21867998
40,0.17478909
41,0.20003884
42,0.20508198
43,0.33051634
44,0.16645432
45,0.3993769
46,0.01296839
47,0.19503467
48,0.44904107
49,0.13574256
50,0.50571936
51,0.04703202
52,0.16299942
53,0.3491313
54,0.29438543
55,0.054337315
56,0.19986714
57,0.28457755
58,0.118319705
59,0.3180656
60,0.12406695
61,0.12412209
62,0.17530613
63,0.2484675
64,0.20618246
65,0.16202064
66,0.033957828
67,0.10463615
68,0.13492975
69,0.20666188
70,0.022554947
71,0.24534108
72,0.35384706
73,0.268253
74,0.48648304
75,0.26507446
76,0.09055052
77,0.15260479
78,0.10897898
79,0.13092166
80,0.18537258
81,0.16325375
82,0.11266526
83,0.1778285
84,0.13077386
85,0.027539406
86,0.14111768
87,0.19905221
88,0.20994025
89,0.2036833
90,0.23063885
91,0.2259004
92,0.12309114
93,0.13244604
94,0.21568285
95,0.15559015
96,0.39111924
97,0.22888346
98,0.20276134
99,0.3038615
100,0.15916596
101,0.20293856
102,0.062417585
103,0.22432867
104,0.009758302
105,0.10291184
106,0.2272789
107,0.040772904
108,0.16074905
109,0.21167408
110,0.23869856
111,0.23692861
112,0.6853245
113,0.034280457
114,0.059567567
115,0.14755866
116,0.10715693
117,0.41864693
118,0.07410724
119,0.14659292
120,0.35839128
121,0.32323545
122,0.21197452
123,0.18906452
124,0.22120172
125,0.03601823
126,0.053315114
127,0.032657795
128,0.08504018
129,0.46036586
130,0.35061324
131,0.11414215
132,0.03879765
133,0.14814083
134,0.03140306
135,0.37832347
136,0.28578725
137,0.15050219
138,0.0236878
139,0.041365497
140,0.29825363
141,0.17573172
142,0.31528914
143,0.29587886
144,0.24339563
145,0.26310956
146,0.21221633
147,0.2303827
148,0.18679127
149,0.41725782
150,0.35001683
151,0.23177841
152,0.1551972
153,0.16640286
154,0.16713294
155,0.17082123
156,0.16926093
157,0.23739143
158,0.27943826
159,0.033333074
160,0.09422368
161,0.3438541
162,0.57400835
163,0.13824303
164,0.12724873
165,0.10542017
166,0.11166088
167,0.010541459
168,0.13812289
169,0.26578325
170,0.22539717
171,0.20838727
172,0.123228766
173,0.20777126
174,0.28536347
175,0.22195828
176,0.12887053
177,0.03158078
178,0.29873016
179,0.18381749
180,0.022651426
181,0.13525653
182,0.27358422
183,0.42300704
184,0.17123039
185,0.26216593
186,0.24321075
187,0.2966303
188,0.25166506
189,0.31391
190,0.37571028
191,0.26546672
192,0.1937363
193,0.1442347
194,0.19659255
195,0.14570855
196,0.0973637
197,0.102747194
198,0.4161322
199,0.25765672
200,0.15674491
201,0.34049675
202,0.26859003
203,0.031486064
204,0.010506829
205,0.23531167
206,0.5301247
207,0.013138571
208,0.16436242
209,0.2076719
210,0.02340267
211,0.08854535
212,0.26850787
213,0.26218343
214,0.14592579
215,0.12635323
216,0.027686484
217,0.09480393
218,0.2516799
219,0.14439787
220,0.14283068
221,0.2602308
222,0.18363827
223,0.15227099
224,0.29888415
225,0.12967494
226,0.21453069
227,0.39232805
228,0.29682347
229,0.69247156
230,0.034280457
231,0.1541735
232,0.21176966
233,0.35482126
234,0.17012751
235,0.11724266
236,0.044395227
237,0.22439112
238,0.17054322
239,0.15430534
240,0.11822582
241,0.36137304
242,0.15660788
243,0.18225802
244,0.21180598
245,0.27047867
246,0.366238
247,0.40356046
248,0.53080153
249,0.1985257
250,0.2596722
251,0.06409167
252,0.1154576
253,0.19629869
254,0.36867642
255,0.18519689
256,0.13639453
257,0.025263786
258,0.22272567
259,0.010927253
260,0.24880902
261,0.07432782
262,0.35956928
263,0.21010837
264,0.16443753
265,0.2532517
266,0.25112873
267,0.10413416
268,0.22873567
269,0.3546855
270,0.082190365
271,0.15121087
272,0.2387715
273,0.0210019
274,0.32436728
275,0.13806099
276,0.03113696
277,0.1987042
278,0.112067915
279,0.24044393
280,0.1665586
281,0.37065777
282,0.13871895
283,0.08732802
284,0.1720805
285,0.19254108
286,0.1396964
287,0.13170978
288,0.3709124
289,0.06382578
290,0.14198923
291,0.15437925
292,0.31757647
293,0.2928054
294,0.38424817
295,0.083910465
296,0.02413483
297,0.18066369
298,0.122160055
299,0.15287893
300,0.18966319
301,0.16062425
302,0.12797393
303,0.26009893
304,0.20159066
305,0.33075452
306,0.15416658
307,0.08123283
308,0.21336587
309,0.19795443
310,0.31170893
311,0.22277483
312,0.03991843
313,0.28982577
314,0.24584286
315,0.14812322
316,0.17341089
317,0.10860814
318,0.2560104
319,0.16109118
320,0.19846049
321,0.04231771
322,0.1426812
323,0.17713696
324,0.12148031
325,0.27796614
326,0.03225856
327,0.19110553
328,0.03545427
329,0.17581984
330,0.2261289
331,0.41880316
332,0.3641067
333,0.18112814
334,0.3722092
335,0.22637974
336,0.31491622
337,0.0663294
338,0.29319587
339,0.044934887
340,0.14148927
341,0.42243764
342,0.15137303
343,0.24459504
344,0.3608409
345,0.3804855
346,0.13004611
347,0.21672966
348,0.11738455
349,0.20553277
350,0.14735194
351,0.11164682
352,0.34035102
353,0.22648136
354,0.20133734
355,0.2975947
356,0.07508292
357,0.1290147
358,0.17509015
359,0.1873988
360,0.18002987
361,0.028909503
362,0.083482414
363,0.24689375
364,0.029633626
365,0.32923716
366,0.7257343
367,0.17616045
368,0.24892455
369,0.13858627
370,0.12159302
371,0.17108747
372,0.30329287
373,0.1810452
374,0.28218412
375,0.0613763
376,0.33994907
377,0.35633692
378,0.20686126
379,0.13783363
380,0.7181203
381,0.21465145
382,0.027757738
383,0.23251306
384,0.16747272
385,0.21683255
386,0.1967839
387,0.05278482
388,0.104925044
389,0.07228903
390,0.36013564
391,0.06969718
392,0.19605456
393,0.009480598
394,0.20582967
395,0.22827089
396,0.010127309
397,0.013524264
398,0.074912205
399,0.07004739
400,0.18482338
401,0.04856536
402,0.15631741
403,0.009227636
404,0.084394634
405,0.039732546
406,0.3049936
407,0.12550443
408,0.2549441
409,0.3001683
410,0.20693289
411,0.015706649
412,0.19773373
413,0.19524369
414,0.4047846
415,0.14632471
416,0.32555902
417,0.20442729
418,0.22111328
419,0.36691934
420,0.20619978
421,0.056779545
422,0.016738698
423,0.03354613
424,0.25091046
425,0.17690276
426,0.16257931
427,0.2794593
428,0.2465299
429,0.21074766
430,0.35636923
431,0.11322138
432,0.029154023
433,0.19924071
434,0.16713144
435,0.08005213
436,0.23513229
437,0.6225415
438,0.25644976
439,0.20628855
440,0.123581916
441,0.13978703
442,0.18463053
443,0.32618862
444,0.3465914
445,0.074336
446,0.24329409
447,0.07775635
448,0.22433507
449,0.20576136
450,0.48570618
451,0.22339144
452,0.22482304
453,0.051327687
454,0.025767954
455,0.11723171
456,0.392124
457,0.11896024
458,0.20175442
459,0.21178651
460,0.069413096
461,0.02437853
462,0.055509266
463,0.14003944
464,0.26954764
465,0.17138948
466,0.19892433
467,0.12484754
468,0.13660014
469,0.09792389
470,0.011091285
471,0.16975996
472,0.28797752
473,0.37940437
474,0.4165302
475,0.12363045
476,0.062853344
477,0.12823212
478,0.35197315
479,0.3150046
480,0.065772675
481,0.2113444
482,0.22160506
483,0.16948648
484,0.3313781
485,0.15026739
486,0.17593871
487,0.29162678
488,0.06977041
489,0.23611121
490,0.17414153
491,0.7108536
492,0.27939555
493,0.11460461
494,0.29075155
495,0.29345396
496,0.21511482
497,0.03207233
498,0.13350709
499,0.22207393
500,0.40939084
501,0.109657414
502,0.1625062
503,0.21873203
504,0.28725633
505,0.23923722
506,0.32446748
507,0.119083144
